NORMALIZED_COLUMN_HEADER	ATTRIBUTE_TYPE	DATATYPE	DESCRIPTIONS	DISPLAY_NAME	PRIORITY	CATEGORY	VOCABULARY	COLOR	FLAG
CRDB_ENROLL_DX_GRADE_DSCRP	PATIENT	STRING	The grade description of the disease at enrollment for 12-245.	CRDB_ENROLL_DX_GRADE_DSCRP	1				
CRDB_ENROLL_DX_HIST	PATIENT	STRING	Histology description associated with the disease at enrollment for 12-245.	CRDB_ENROLL_DX_HIST	1				
CRDB_ENROLL_DX_M_STAGE	PATIENT	STRING	The M Stage of the disease at enrollment for 12-245.	CRDB_ENROLL_DX_M_STAGE	1				
CRDB_ENROLL_DX_M_STAGE_DSCRP	PATIENT	STRING	The M Stage description of the disease at enrollment for 12-245.	CRDB_ENROLL_DX_M_STAGE_DSCRP	1				
CRDB_ENROLL_DX_N_STAGE	PATIENT	STRING	The N Stage of the disease at enrollment for 12-245.	CRDB_ENROLL_DX_N_STAGE	1				
CRDB_ENROLL_DX_N_STAGE_DSCRP	PATIENT	STRING	The N Stage description of the disease at enrollment for 12-245.	CRDB_ENROLL_DX_N_STAGE_DSCRP	1				
CRDB_ENROLL_DX_SITE	PATIENT	STRING	Site description associated with the disease at enrollment for 12-245.	CRDB_ENROLL_DX_SITE	1				
CRDB_ENROLL_DX_STAGE	PATIENT	STRING	The stage of the disease at enrollment for 12-245.	CRDB_ENROLL_DX_STAGE	1				
CRDB_ENROLL_DX_STAGE_DSCRP	PATIENT	STRING	The stage description at enrollment for 12-245.	CRDB_ENROLL_DX_STAGE_DSCRP	1				
CRDB_ENROLL_DX_STAGING_DSCRP	PATIENT	STRING	The staging system used to determine the stage of the disease at enrollment for 12-245.	CRDB_ENROLL_DX_STAGING_DSCRP	1				
CRDB_ENROLL_DX_STATUS	PATIENT	STRING	The status associated with the disease at enrollment for 12-245.	CRDB_ENROLL_DX_STATUS	1				
CRDB_ENROLL_DX_STATUS_DAYS	PATIENT	NUMBER	The status date associated with the disease at enrollment for 12-245..	CRDB_ENROLL_DX_STATUS_DAYS	1				
CRDB_ENROLL_DX_STATUS_ID	PATIENT	STRING	The ID related to the disease status information at enrollment for 12-245. Used as CRDB reference.	CRDB_ENROLL_DX_STATUS_ID	1				
CRDB_ENROLL_DX_SUB_HIST	PATIENT	STRING	Histology sub description associated with the disease at enrollment for 12-245.	CRDB_ENROLL_DX_SUB_HIST	1				
CRDB_ENROLL_DX_SUB_SITE	PATIENT	STRING	Site sub description associated with the disease at enrollment for 12-245.	CRDB_ENROLL_DX_SUB_SITE	1				
CRDB_ENROLL_DX_SUB_SUB_HIST	PATIENT	STRING	Histology sub sub description associated with the disease at enrollment for 12-245.	CRDB_ENROLL_DX_SUB_SUB_HIST	1				
CRDB_ENROLL_DX_SUB_SUB_SITE	PATIENT	STRING	Site sub sub description associated with the disease at enrollment for 12-245.	CRDB_ENROLL_DX_SUB_SUB_SITE	1				
CRDB_ENROLL_DX_SUB_SUB_SUB_HIST	PATIENT	STRING	Histology sub sub sub description associated with the disease at enrollment for 12-245.	CRDB_ENROLL_DX_SUB_SUB_SUB_HIST	1				
CRDB_ENROLL_DX_T_STAGE	PATIENT	STRING	The T Stage of the disease at enrollment for 12-245.	CRDB_ENROLL_DX_T_STAGE	1				
CRDB_ENROLL_DX_T_STAGE_DSCRP	PATIENT	STRING	The T Stage description of the disease at enrollment for 12-245.	CRDB_ENROLL_DX_T_STAGE_DSCRP	1				
CRDB_FIRST_METASTASIS_DAYS	PATIENT	NUMBER	The disease first metastasis date.	CRDB_FIRST_METASTASIS_DAYS	1				
CRDB_INITIAL_DX_DAYS	PATIENT	NUMBER	The disease initial diagnosis date.	CRDB_INITIAL_DX_DAYS	1				
CRDB_INITIAL_SX_DAYS	PATIENT	NUMBER	The disease initial symptom date.	CRDB_INITIAL_SX_DAYS	1				
CRDB_INIT_DX_GRADE	PATIENT	STRING	The grade of the disease at initial diagnosis.	CRDB_INIT_DX_GRADE	1				
CRDB_INIT_DX_GRADE_DSCRP	PATIENT	STRING	The grade description of the disease at initial diagnosis.	CRDB_INIT_DX_GRADE_DSCRP	1				
CRDB_INIT_DX_HIST	PATIENT	STRING	Histology description associated with the disease at initial diagnosis.	CRDB_INIT_DX_HIST	1				
CRDB_INIT_DX_M_STAGE	PATIENT	STRING	The M Stage of the disease at initial diagnosis.	CRDB_INIT_DX_M_STAGE	1				
CRDB_INIT_DX_M_STAGE_DSCRP	PATIENT	STRING	The M Stage description of the disease at initial diagnosis.	CRDB_INIT_DX_M_STAGE_DSCRP	1				
CRDB_INIT_DX_N_STAGE	PATIENT	STRING	The N Stage of the disease at initial diagnosis.	CRDB_INIT_DX_N_STAGE	1				
CRDB_INIT_DX_N_STAGE_DSCRP	PATIENT	STRING	The N Stage description of the disease at initial diagnosis.	CRDB_INIT_DX_N_STAGE_DSCRP	1				
CRDB_INIT_DX_SITE	PATIENT	STRING	Site description associated with the disease at initial diagnosis.	CRDB_INIT_DX_SITE	1				
CRDB_INIT_DX_STAGE	PATIENT	STRING	The stage of the disease at the initial diagnosis.	CRDB_INIT_DX_STAGE	1				
CRDB_INIT_DX_STAGE_DSCRP	PATIENT	STRING	The stage description at the initial diagnosis.	CRDB_INIT_DX_STAGE_DSCRP	1				
CRDB_INIT_DX_STAGING_DSCRP	PATIENT	STRING	The staging system used to determine the stage of the disease at the initial diagnosis.	CRDB_INIT_DX_STAGING_DSCRP	1				
CRDB_INIT_DX_STATUS	PATIENT	STRING	The status associated with the disease initial diagnosis.	CRDB_INIT_DX_STATUS	1				
CRDB_INIT_DX_STATUS_DAYS	PATIENT	STRING	The status date associated with the disease initial diagnosis	CRDB_INIT_DX_STATUS_DAYS	1				
CRDB_INIT_DX_STATUS_ID	PATIENT	STRING	The ID related to the disease status information at diagnosis. Used as CRDB reference.	CRDB_INIT_DX_STATUS_ID	1				
CRDB_INIT_DX_SUB_HIST	PATIENT	STRING	Histology sub description associated with the disease at initial diagnosis.	CRDB_INIT_DX_SUB_HIST	1				
CRDB_INIT_DX_SUB_SITE	PATIENT	STRING	Site sub description associated with the disease at initial diagnosis.	CRDB_INIT_DX_SUB_SITE	1				
CRDB_INIT_DX_SUB_SUB_HIST	PATIENT	STRING	Histology sub sub description associated with the disease at initial diagnosis.	CRDB_INIT_DX_SUB_SUB_HIST	1				
CRDB_INIT_DX_SUB_SUB_SITE	PATIENT	STRING	Site sub sub description associated with the disease at initial diagnosis.	CRDB_INIT_DX_SUB_SUB_SITE	1				
CRDB_INIT_DX_SUB_SUB_SUB_HIST	PATIENT	STRING	Histology sub sub sub description associated with the disease at initial diagnosis.	CRDB_INIT_DX_SUB_SUB_SUB_HIST	1				
CRDB_INIT_DX_T_STAGE	PATIENT	STRING	The T Stage of the disease at initial diagnosis.	CRDB_INIT_DX_T_STAGE	1				
CRDB_INIT_DX_T_STAGE_DSCRP	PATIENT	STRING	The T Stage description of the disease at initial diagnosis.	CRDB_INIT_DX_T_STAGE_DSCRP	1				
CRDB_NOSYSTXT	PATIENT	STRING	What is the number of prior systemic therapies (Inclusion of endocrine, cytotoxic, biologic therapies)?	CRDB_NOSYSTXT	1				
CRDB_OFF_STUDY_DAYS	PATIENT	STRING	The patient's 12-245 off study date.	CRDB_OFF_STUDY_DAYS	1				
CRDB_PRIM_DISEASE_12245	PATIENT	STRING	The patient's primary disease entered under 12-245.	CRDB_PRIM_DISEASE_12245	1				
CRDB_PRIOR_RX	PATIENT	STRING	Has the patient received prior radiotherapy?	CRDB_PRIOR_RX	1				
CRDB_QS_DATE	PATIENT	STRING	The date the survey was filled out.	CRDB_QS_DATE	1				
CRDB_SURVEY_COMMENTS	SAMPLE	STRING	The survey comments at enrollment for 12-245.	CRDB_SURVEY_COMMENTS	1				
CRDB_SURVIVAL_STATUS	PATIENT	STRING	The patient's survival status.	CRDB_SURVIVAL_STATUS	1				
CRDB_TREATMENT_END_DAYS	PATIENT	NUMBER	The patient's 12-245 treatment end date.	CRDB_TREATMENT_END_DAYS	1				
CREATININE	PATIENT	NUMBER	Creatinine	Creatinine	1				
CREATININE_LEVEL_PRERESECTION	SAMPLE	NUMBER	Hematology serum creatinine laboratory result value in mg dl	Hematology serum creatinine laboratory result value in mg dl	1				
CREATININE_NORMAL_RANGE_LOWER	PATIENT	NUMBER	Laboratory procedure creatinine result lower limit of normal value	Laboratory procedure creatinine result lower limit of normal value	1				
CREATININE_NORMAL_RANGE_UPPER	PATIENT	NUMBER	Laboratory procedure creatinine result upper limit of normal value	Laboratory procedure creatinine result upper limit of normal value	1				
CREATININE_NORM_RANGE_LOWER	SAMPLE	NUMBER	Laboratory procedure creatinine result lower limit of normal value	Laboratory procedure creatinine result lower limit of normal value	1				
CREATININE_NORM_RANGE_UPPER	SAMPLE	NUMBER	Laboratory procedure creatinine result upper limit of normal value	Laboratory procedure creatinine result upper limit of normal value	1				
CREATININE_PRIOR_TX	SAMPLE	NUMBER	Laboratory procedure creatinine prior treatment	Laboratory procedure creatinine prior treatment	1				
CRITERIA	SAMPLE	STRING	Criteria	Criteria	1				
CRX	PATIENT	NUMBER	Crx	Crx	1				
CR_STATUS_AT_END_OF_COURSE_1	PATIENT	STRING	CR status at end of course 1.	CR Status at End of Course 1	1				
CR_STATUS_AT_END_OF_COURSE_2	PATIENT	STRING	CR status at end of course 2.	CR Status at End of Course 2	1				
CSDE1_SOMATIC	SAMPLE	STRING	CSDE1 Somatic Mutation	CSDE1 Somatic Mutation	1				
CTCF_MUTATION_STATUS	SAMPLE	STRING	CTCF Mutation Status	CTCF Mutation Status	1				
CTNNB1_DELETION	SAMPLE	STRING	CTNNB1 Deletion	CTNNB1 Deletion	1				
CTNNB1_MUTATION	SAMPLE	STRING	CTNNB1 Mutation is present	CTNNB1 Mutation	1				
CT_ABDOMEN	PATIENT	STRING	CT Abdomen	CT Abdomen	1				
CT_CAP	PATIENT	STRING	CT Cap	CT Cap	1				
CT_CHEST	PATIENT	STRING	CT Chest	CT Chest	1				
CT_SCAN_AB_PELVIS_INDICATOR	PATIENT	STRING	Diagnostic ct abd pelvis performed	Ct scan ab pelvis indicator	1				
CT_SCAN_AB_PELVIS_RESULTS	PATIENT	STRING	Diagnostic ct abd pelvis result	Ct scan ab pelvis results	1				
CT_SCAN_PERFORMED	PATIENT	STRING	Yes/No indicator to determine whether a CT scan was performed.	CT Scan Performed	1				
CT_SCAN_PREOP_RESULTS	PATIENT	STRING	Diagnostic ct result outcome	Ct scan preop results	1				
CT_SLICE_SPACING	PATIENT	STRING	Distance in mm between CT scan images used to assess quality of volumetric analysis	CT Slice Spacing	1				
CUD_CATEGORY	SAMPLE	STRING	Cancer of Unknown Driver Category	Cancer of Unknown Driver Category	1				
CULTURE_PROPERTIES	SAMPLE	STRING	The cells are adherent or in suspension	Culture Properties	1				
CURATIVE	PATIENT	NUMBER	Curative	Curative	1				
CURRENT_CLINICAL_STATUS	PATIENT	STRING	Current Clinical Status	Current Clinical Status	1				
CURRENT_PDX_PASSAGE	SAMPLE	STRING	Current PDX Passage	Current PDX Passage	1				
CYSTECTOMY_N_STAGE	PATIENT	STRING	Cystectomy N stage	Cystectomy N stage	1				
CYSTECTOMY_PRIMARY_HISTOLOGY	SAMPLE	STRING	Cystectomy primary histology	Cystectomy primary histology	1				
CYSTECTOMY_T_STAGE	SAMPLE	STRING	Cystectomy T stage	Cystectomy T stage	1				
CYSTECTOMY_VARIANT_HISTOLOGY	SAMPLE	STRING	Cystectomy variant histology	Cystectomy variant histology	1				
CYST_SIZE	SAMPLE	NUMBER	Cyst Size (cm)	Cyst Size (cm)	1				
CYTOGENETICS	PATIENT	NUMBER	Cytogenetics.	Cytogenetics	1				
CYTOGENETICS_CATEGORY	PATIENT	STRING	Cytogenetics Category	Cytogenetics Category	1				
CYTOGENETIC_ABNORMALITY_TYPE	PATIENT	STRING	Cytogenetic abnormality type	Cytogenetic abnormality type	1				
CYTOGENETIC_CODE_OTHER	PATIENT	STRING	Cytogenetic Abnormality Other Code Text	Cytogenetic Code (Other)	1				
CYTOGENETIC_COMPLEXITY	PATIENT	STRING	Cytogenetic Abnormality Number of abnormalities	Cytogenetic Complexity	1				
CYTOGENETIC_RELAPSE_SITE	PATIENT	STRING	Recurrent Disease Cytogenetics Present Indicator	Cytogenetic Relapse Site	1				
CYTOLOGICAL_PHENOTYPE	SAMPLE	STRING	Cytological Phenotype	Cytological Phenotype	1				
CYTOLOGY	SAMPLE	STRING	Cytology	Cytology	1				
CYTOLYTIC_SCORE	SAMPLE	NUMBER	RNA-Seq Cytolytic Score	Cytolytic Score	1				
CYTOPLASM_PRESENCE_LESS_THAN_EQUAL_25_PERCENT	PATIENT	STRING	Cytoplasm Presence Less Than Equal 25 Percent	Cytoplasm Presence Less Than Equal 25 Percent	1				
CYTOREDUCTIVE_SURGERY	PATIENT	STRING	Cytoreductive Surgery	Cytoreductive Surgery	1				
CYTOTOXIC_TREATMENT	PATIENT	STRING	Cytotoxic Treatment	Cytotoxic Treatment	1				
C_A	SAMPLE	STRING	C>A	C>A	1				
C_G	SAMPLE	STRING	C>G	C>G	1				
C_N_STAGE	SAMPLE	STRING	cN Stage	cN Stage	1				
C_SAMP_METH_K3	SAMPLE	STRING	C samp meth K3.	C Samp METH K3	1				
C_SAMP_MIRNA_K4	SAMPLE	STRING	C samp mirna K4.	C Samp MIRNA K4	1				
C_SAMP_MIRNA_K6	SAMPLE	STRING	C samp mirna K6.	C Samp MIRNA K6	1				
C_SAMP_MRNA_K4	SAMPLE	STRING	C samp mrna K4.	C Samp MRNA K4	1				
C_SAMP_SCNA_CLUSTER	SAMPLE	STRING	C samp scna cluster.	C Samp SCNA Cluster	1				
C_T	SAMPLE	STRING	C>T	C>T	1				
DAILY_ALCOHOL	PATIENT	STRING	Daily alcohol	Daily Alcohol	1				
DARK	PATIENT	STRING	Primary exome sample with no driver found	Primary exome sample with no driver found	1				
DARK_ZONE_STAT	PATIENT	STRING	Dark zone stat at transplant.	DZ Stat	1				
DARWIN_AGE_AT_DIAGNOSIS	PATIENT	NUMBER	Patient age at time of diagnosis.	DARWIN_AGE_AT_DIAGNOSIS	1				
DARWIN_PATIENT_AGE	PATIENT	NUMBER	The patient age.	DARWIN_PATIENT_AGE	9				
DARWIN_RACE	PATIENT	STRING	Patient race, as supplied by darwin.	DARWIN_RACE	1				
DARWIN_RELIGION	PATIENT	STRING	Patient religion, as supplied by darwin.	DARWIN_RELIGION	1				
DARWIN_SEX	PATIENT	STRING	Patient sex, as supplied by darwin.	DARWIN_SEX	1				
DARWIN_VITAL_STATUS	PATIENT	STRING	Patient vital status, as supplied by darwin.	DARWIN_VITAL_STATUS	9				
DATA	SAMPLE	STRING	Data	Data	1				
DATA_CORE_SAMPLE	SAMPLE	STRING	Data core sample.	Data Core Sample	1				
DATA_FREEZE_STATUS	SAMPLE	STRING	Data Freeze Status	Data Freeze Status	1				
DATA_SOURCE	PATIENT	STRING	Data Source	Data Source	1				
DATE_ADDED	SAMPLE	STRING	Date added to cBioPortal	Date added to cBioPortal	1				
DATE_ADDITIONAL_CLINICAL_DATA_ADDED	SAMPLE	STRING	Date Additional Clinical data added	Date Additional Clinical data added	1				
DATE_OF_BIOPSY	PATIENT	STRING	Date of diagnostic biopsy	Date of diagnostic boiopsy	1				
DATE_OF_BIOPSY_RELAPSE	SAMPLE	STRING	Date of relapse biopsy	Date of relapse biopsy	1				
DATE_OF_DIAGNOSIS	PATIENT	STRING	Date of Diagnosis	Date Of Diagnosis	1				
DAXX_STATUS	SAMPLE	STRING	DAXX status	DAXX status	1				
DAYS_FROM_SURGERY_TO_DEATH	PATIENT	STRING	Days from surgery to death	Days from surgery to death	1				
DAYS_FROM_SURGERY_TO_LAST_FOLLOWUP	PATIENT	NUMBER	Days from surgery to last followup	Days from surgery to last followup	1				
DAYS_FROM_SURGERY_TO_RECURRENCE	PATIENT	NUMBER	Days from surgery to recurrence	Days from surgery to recurrence	1				
DAYS_LAST_FOLLOWUP	PATIENT	NUMBER	Time interval from the date of last followup to the date of initial pathologic diagnosis, represented as a calculated number of days..	Last Communication Contact from Initial Pathologic Diagnosis Date	1				
DAYS_METASTATIC	PATIENT	NUMBER	Time interval from the date of metastasis discovery to the date of initial pathologic diagnosis, represented as a calculated number of days.	Metastasis Less Initial Pathologic Diagnosis Date Calculated Day Value	1				
DAYS_TO_ADDITIONAL_SURGERY_METASTATIC_PROCEDURE	PATIENT	NUMBER	Days to additional surgery metastatic procedure.	Days to additional surgery metastatic procedure	1				
DAYS_TO_BILATERAL_TUMOR_DX	PATIENT	NUMBER	Days to bilateral tumor dx	Days to bilateral tumor dx	1				
DAYS_TO_BIOCHEMICAL_RECURRENCE_FIRST	PATIENT	NUMBER	Days to first biochemical recurrence	Days to biochemical recurrence first	1				
DAYS_TO_BIRTH	PATIENT	NUMBER	Time interval from a person's date of birth to the date of initial pathologic diagnosis, represented as a calculated number of days.	Birth from Initial Pathologic Diagnosis Date	1				
DAYS_TO_BONE_SCAN_PERFORMED	PATIENT	NUMBER	Days to bone Scan performed	Days to bone Scan performed	1				
DAYS_TO_CELL_SURFACE_MARKER_TEST	PATIENT	NUMBER	Days To Cell Surface Marker Test	Days To Cell Surface Marker Test	1				
DAYS_TO_COLLECTION	SAMPLE	NUMBER	Days to sample collection.	Days to Sample Collection.	1				
DAYS_TO_CT_SCAN_AB_PELVIS	PATIENT	NUMBER	Days to diagnostic computed tomography performed	Days to ct scan ab pelvis	1				
DAYS_TO_DEATH	PATIENT	NUMBER	Time interval from a person's date of death to the date of initial pathologic diagnosis, represented as a calculated number of days.	Death from Initial Pathologic Diagnosis Date	1				
DAYS_TO_DEFINITIVE_SURGICAL_PROCEDURE_PERFORMED	PATIENT	NUMBER	Days to definitive surgical procedure performed	Days to definitive surgical procedure performed	1				
DAYS_TO_DIAGNOSIS	PATIENT	NUMBER	Days to diagnosis.	Days to Diagnosis	1				
DAYS_TO_DIAGNOSTIC_COMPUTED_TOMOGRAPHY_PERFORMED	PATIENT	NUMBER	Days to diagnostic computed tomography performed	Days to diagnostic computed tomography performed	1				
DAYS_TO_DIAGNOSTIC_MRI_PERFORMED	PATIENT	NUMBER	Days to diagnostic mri performed	Days to diagnostic mri performed	1				
DAYS_TO_EVENT	PATIENT	NUMBER	Time To Event (days)	Time To Event (days)	1				
DAYS_TO_FDG_OR_CT_PET_PERFORMED	PATIENT	NUMBER	Days to fdg or ct pet performed	Days to fdg or ct pet performed	1				
DAYS_TO_FIRST_BIOCHEMICAL_RECURRENCE	PATIENT	NUMBER	Days to biochemical recurrence.	Days to First Biochemical Recurrence	1				
DAYS_TO_FIRST_SMN	PATIENT	NUMBER	Time to first SMN (days)	Time to first SMN (days)	1				
DAYS_TO_HIV_DIAGNOSIS	PATIENT	NUMBER	Days to HIV diagnosis	HIV Diagnosis (Days)	1				
DAYS_TO_INITIAL_PATHOLOGIC_DIAGNOSIS	PATIENT	NUMBER	Time interval from the last day on which a person is known to be alive to the date of initial pathologic diagnosis, represented as a calculated number of days.	Last Alive Less Initial Pathologic Diagnosis Date Calculated Day Value	1				
DAYS_TO_INITIAL_SCORE_PERFOR	PATIENT	NUMBER	Days to initial score performance.	Days to Initial Score Performance	1				
DAYS_TO_LABORATORY_PROCEDURE_TUMOR_MARKER_SQUAMOUS_CELL_CARCINOMA_ANTIGEN_RESULT	PATIENT	NUMBER	Days to laboratory procedure tumor marker squamous cell carcinoma antigen result	Days to laboratory procedure tumor marker squamous cell carcinoma antigen result	1				
DAYS_TO_LAST_FOLLOWUP	PATIENT	NUMBER	Time interval from the date of last followup to the date of initial pathologic diagnosis, represented as a calculated number of days.	Days to Last Followup	1				
DAYS_TO_LAST_KNOWN_ALIVE	PATIENT	NUMBER	Time interval from the date of last known alive status to the date of initial pathologic diagnosis, represented as a calculated number of days.	Last Known Alive Status Less Initial Pathologic Diagnosis Date Calculated Day Value	1				
DAYS_TO_MRI	PATIENT	NUMBER	Days to diagnostic mri performed	Days to mri	1				
DAYS_TO_NEW_TUMOR_EVENT	PATIENT	NUMBER	Time interval from the date of new tumor event including progression, recurrence and new primary malignacies to the date of initial pathologic diagnosis, represented as a calculated number of days.	New Tumor Event Less Initial Pathologic Diagnosis Date Calculated Day Value	1				
DAYS_TO_NEW_TUMOR_EVENT_AFTER_INITIAL_TREATMENT	PATIENT	NUMBER	days to new tumor event after initial treatment	days to new tumor event after initial treatment	1				
DAYS_TO_NEW_TUMOR_EVENT_AFTER_INITIAL_TREATMENT_1	PATIENT	NUMBER	days to new tumor event after initial treatment 1	days to new tumor event after initial treatment 1	1				
DAYS_TO_PATIENT_PROGRESSION_FREE	PATIENT	STRING	days_to_patient_progression_free	days_to_patient_progression_free	1				
DAYS_TO_PERFORMANCE_STATUS_ASSESSMENT	PATIENT	NUMBER	Days to performance status assessment	Days to performance status assessment	1				
DAYS_TO_POST_ORCHI_SERUM_TEST	PATIENT	NUMBER	Days to post orchi serum test	Days to post orchi serum test	1				
DAYS_TO_PRE_ORCHI_SERUM_TEST	PATIENT	NUMBER	Days to pre orchi serum test	Days to pre orchi serum test	1				
DAYS_TO_PSA	PATIENT	NUMBER	Days to Prostate-Specific Antigen (PSA) Test	Days to PSA	1				
DAYS_TO_RESULTS	PATIENT	NUMBER	Days to Results	Days to Results	1				
DAYS_TO_SPECIMEN_COLLECTION	SAMPLE	STRING	Days to sample procurement.	Days to Sample Procurement	1				
DAYS_TO_TREATMENT_END	PATIENT	NUMBER	Days to treatment end	Treatment End (Days)	1				
DAYS_TO_TREATMENT_START	PATIENT	NUMBER	Days to treatment start	Treatment Start (Days)	1				
DAYS_TO_TUMOR_PROGRESSION	PATIENT	STRING	days_to_tumor_progression	days_to_tumor_progression	1				
DAY_TO_RELAPSE	PATIENT	NUMBER	Time To Relapse (days)	Time To Relapse (days)	1				
DCIS_GRADE	PATIENT	NUMBER	DCIS Grade	DCIS Grade	1				
DDR_MUTATION	SAMPLE	STRING	DDR Gene Mutation	DDR Gene Mutation	1				
DEATH_FROM_DISEASE	PATIENT	STRING	Death due to disease	Death due to disease	1				
DECADRON_TREATMENT	PATIENT	STRING	Decadron Treatment	Decadron Treatment	1				
DEFINITIVE_SURGERY	PATIENT	STRING	Definitive surgery.	Definitive Surgery	1				
DEFINITIVE_SURGICAL_PROCEDURE	SAMPLE	STRING	Specimen collection method name	Specimen collection method name	1				
DEFINITIVE_TX_TYPE	PATIENT	STRING	Definitive TX type.	Definitive TX Type	1				
DEL_11Q	SAMPLE	STRING	del(11q), ATM	del(11q), ATM	1				
DEL_12P13	SAMPLE	STRING	del(12p13)	del(12p13)	1				
DEL_13Q	SAMPLE	STRING	del(13q)	del(13q)	1				
DEL_13Q14	SAMPLE	STRING	del(13q14) = ETV6 gene	del(13q14) = ETV6 gene	1				
DEL_16Q	SAMPLE	STRING	del(16q)	del(16q)	1				
DEL_17Q13	SAMPLE	STRING	del(17p13) = loss of p53	del(17p13) = loss of p53	1				
DEL_1Q	SAMPLE	STRING	del(1q)	del(1q)	1				
DEL_20Q	SAMPLE	STRING	del(20q)	del(20q)	1				
DEL_4Q12	SAMPLE	STRING	del(4q12)	del(4q12)	1				
DEL_5Q	SAMPLE	STRING	5Q deletion.	5Q Deletion	1				
DEL_6Q	SAMPLE	STRING	del(6q)	del(6q)	1				
DEL_7	SAMPLE	STRING	del(7)	del(7)	1				
DEL_7Q	SAMPLE	STRING	7Q deletion.	7Q Deletion	1				
DEL_9Q	SAMPLE	STRING	9Q deletion.	9Q Deletion	1				
DEL_FEATURE	SAMPLE	STRING	Del Feature	Del Feature	1				
DEMIX_PURITY	SAMPLE	NUMBER	DeMix Purity	DeMix Purity	1				
DENDRITIC_CELLS_ACTIVATED	SAMPLE	NUMBER	Dendritic cells activated	Dendritic cells activated	1				
DENDRITIC_CELLS_RESTING	SAMPLE	NUMBER	Dendritic cells resting	Dendritic cells resting	1				
DERMAGRPHX_DES	SAMPLE	STRING	Total body photographs taken by Dermatology (ie. No, Yes, Unknown).	Dermatology Photographs	1				
DETAILED_METASTATIC_SITE	SAMPLE	STRING	Detailed Metastatic Site	Detailed Metastatic Site	1				
DETAILED_PRIMARY_SITE	PATIENT	STRING	Detailed Primary Site	Detailed Primary Site	1				
DETAILED_SAMPLE_HISTOLOGY_CATEGORY	SAMPLE	STRING	Detailed Sample Histology Category	Detailed Sample Histology Category	1				
DETAILS_FIRST_LINE_COMMENTS	PATIENT	STRING	Details on First Line & Comments	Details on First Line & Comments	1				
DE_NOVO_START_OUTOFFRAME	SAMPLE	STRING	de novo start outofframe	de novo start outofframe	1				
DFS_EVENT	PATIENT	STRING	Disease Free Event	Disease Free Event	1				
DFS_MONTHS	PATIENT	NUMBER	Disease free (months) since initial treatment.	Disease Free (Months)	1				
DFS_STATUS	PATIENT	STRING	Disease free status since initial treatment.	Disease Free Status	1				
DIABETES_DIAGNOSIS_DAYS_TO	PATIENT	STRING	The number of days from the date the patient was diagnosed with cancer to the date of the patient's diagnosis of diabetes.	Diabetes Onset Less Initial Pathologic Diagnosis Date Calculated Day Value	1				
DIABETES_DIAGNOSIS_INDICATOR	PATIENT	STRING	Participant medical history -diabetes mellitus: a metabolic disorder characterized by abnormally high blood sugar levels due to diminished production of insulin or insulin resistance/desensitization._A term that is used to indicate a question with permissible values of yes/no/unknown.	Participant Personal Medical History Diabetes Mellitus Ind-3	1				
DIABETES_STATUS	PATIENT	STRING	Diabetes Status	Diabetes Status	1				
DIAGNOSIS	PATIENT	STRING	Diagnosis.	Diagnosis	1				
DIAGNOSTIC_CT_ABD_PELVIS_RESULT	PATIENT	STRING	Diagonostic CT abdomin-pelvis result.	Diagnostic CT Abdomin-Pelvis Result	1				
DIAGNOSTIC_MRI_RESULT	PATIENT	STRING	Diagonostic MRI result.	Diagonstic MRI Result	1				
DIAGNOSTIC_REFRACTORY_RELAPSE	SAMPLE	STRING	DIAGNOSTIC, REFRACTORY or RELAPSE	DIAGNOSTIC, REFRACTORY or RELAPSE	1				
DIAGNOSTIC_TYPE	PATIENT	STRING	Type of diagnostics used , as provided by CAISIS.	CAISIS (Diagnostic Type)	1				
DIAGNOSTIC_TYPE_DETAILED	SAMPLE	STRING	Diagnostic Type Detailed	Diagnostic Type Detailed	1				
DIAGNOSTIC_TYPE_SITE	PATIENT	STRING	Diagnostic Type Site	Diagnostic Type Site	1				
DIFF	PATIENT	NUMBER	Diff	Diff	1				
DIFFERENTIATION	SAMPLE	STRING	Differentiation	Differentiation	1				
DIFFERENTIATION_SCORE	SAMPLE	NUMBER	Differentiation Score	Differentiation Score	1				
DIFFUSE_ARCHITECTURE	PATIENT	STRING	Diffuse Architecture	Diffuse Architecture	1				
DISCONTINUOUS_LESIONS_COUNT	PATIENT	NUMBER	Discontiguous lesion count	Discontinuous lesions count	1				
DISEASE_AT_DIAGNOSIS	PATIENT	STRING	Disease at diagnosis	Disease at Diagnosis	1				
DISEASE_CLASSIFICATION	SAMPLE	STRING	The broad FMI tissue/disease classification for the specimen (used during analysis in applying base substitution priors)	Disease Classification	1				
DISEASE_CODE	SAMPLE	STRING	Disease code	Disease code	1				
DISEASE_DETECTED_ON_SCREENING	PATIENT	STRING	Indicator to signify whether or not the disease was detected by screening.	Screening Diagnosis Disease Detection Indicator	1				
DISEASE_EXTENT	PATIENT	STRING	Disease Extent At Time IMPACT Was Sent	Disease Extent At Time IMPACT Was Sent	1				
DISEASE_MULTIFOCAL_INDICATOR	PATIENT	STRING	Disease multifocal indicator	Disease multifocal indicator	1				
DISEASE_ONTOLOGY	PATIENT	STRING	Disease Ontology	Disease Ontology	1				
DISEASE_RECURRENCE_OR_PERSISTENCE	PATIENT	STRING	Disease Recurrence or Persistence	Disease Recurrence or Persistence	1				
